Member id,SEC,FEH,MT,SEX,AGE,EDU,HS,CHILD,CS,Affluence Index,No. of Brands,Brand Runs,Total Volume,No. of  Trans,Value,Trans / Brand Runs,Vol/Tran,Avg. Price,Pur Vol No Promo - %,Pur Vol Promo 6 %,Pur Vol Other Promo %,"Br. Cd. 57, 144",Br. Cd. 55,Br. Cd. 272,Br. Cd. 286,Br. Cd. 24,Br. Cd. 481,Br. Cd. 352,Br. Cd. 5,Others 999,Pr Cat 1,Pr Cat 2,Pr Cat 3,Pr Cat 4,PropCat 5,PropCat 6,PropCat 7,PropCat 8,PropCat 9,PropCat 10,PropCat 11,PropCat 12,PropCat 13,PropCat 14,PropCat 15
1065040,4,3,10,1,3,5,5,2,2,15,4,22,7115,34,546.5,1.55,209.26,7.68,1.0000,0.0000,0.0000,0.0000,0.5300,0.0000,0.0000,0.0000,0.0000,0.0100,0.0200,0.4380,0.1000,0.1200,0.7400,0.0400,0.0700,0.2900,0.0100,0.0100,0.0300,0.0000,0.0100,0.0000,0.0000,0.5600,0.0100
1065080,4,3,10,2,2,5,4,2,2,13,2,7,9675,25,831,3.57,387,8.59,0.6000,0.3700,0.0300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0200,0.9840,0.1600,0.0000,0.0000,0.8400,0.9600,0.0200,0.0100,0.0200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1065100,3,3,10,2,3,5,4,2,2,17,7,22,9175,33,1037,1.5,278.03,11.3,0.9800,0.0200,0.0000,0.2600,0.0000,0.0500,0.2000,0.0000,0.0100,0.0700,0.0200,0.3950,0.1900,0.8000,0.0000,0.0100,0.6100,0.0500,0.2700,0.0500,0.0000,0.0000,0.0100,0.0000,0.0000,0.0000,0.0200
1065160,2,1,4,1,3,5,3,4,1,20,4,9,9325,25,1174.5,2.78,373,12.6,0.7900,0.2000,0.0200,0.0600,0.0000,0.4500,0.0000,0.0000,0.0000,0.3900,0.0000,0.1070,0.0900,0.8700,0.0000,0.0400,0.1000,0.0000,0.3900,0.5100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1065340,4,0,0,0,2,0,0,5,0,0,2,2,300,2,34,1,150,11.33,1.0000,0.0000,0.0000,0.6700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3330,0.3300,0.6700,0.0000,0.0000,0.6700,0.0000,0.0000,0.0000,0.3300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1065370,4,1,10,2,2,1,4,2,1,4,2,5,1200,5,128,1,240,10.67,1.0000,0.0000,0.0000,0.6700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3330,0.0000,1.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1065450,3,0,0,0,2,0,0,5,0,0,1,2,5250,10,297.5,5,525,5.67,0.8900,0.0000,0.1100,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000
1065510,4,1,4,2,3,5,5,2,2,12,2,19,11875,44,934,2.32,269.89,7.87,0.8200,0.0300,0.1400,0.0000,0.6700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3310,0.2500,0.0800,0.6700,0.0000,0.0400,0.0400,0.0100,0.0100,0.2300,0.0000,0.0000,0.0000,0.0000,0.6700,0.0000
1065600,4,3,10,1,2,4,5,3,1,10,3,19,12085,58,1381.55,3.05,208.36,11.43,0.8500,0.0600,0.0900,0.2800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1200,0.6010,0.1500,0.8500,0.0000,0.0000,0.8000,0.1700,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0100
1065650,3,1,10,2,3,5,5,2,1,15,4,17,10865,58,1173.5,3.41,187.33,10.8,0.8900,0.0500,0.0600,0.0000,0.2600,0.0700,0.0100,0.0000,0.0000,0.0000,0.0000,0.6590,0.5800,0.1200,0.2600,0.0400,0.0500,0.0200,0.4500,0.0900,0.1400,0.0000,0.0000,0.0000,0.0000,0.2600,0.0000
1065660,2,3,10,2,2,7,4,3,1,19,4,15,9200,32,1792,2.13,287.5,19.48,0.8400,0.1100,0.0500,0.6200,0.0000,0.0000,0.0000,0.2200,0.0000,0.0000,0.0200,0.1440,0.8100,0.1600,0.0000,0.0200,0.7200,0.0200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2600,0.0000,0.0000
1065710,4,3,10,2,2,4,5,2,1,10,2,7,4400,13,276.5,1.86,338.46,6.28,1.0000,0.0000,0.0000,0.0000,0.8900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1140,0.0500,0.0700,0.8900,0.0000,0.0000,0.0700,0.0000,0.0000,0.0500,0.0000,0.0000,0.0000,0.0000,0.8900,0.0000
1065780,3,3,10,2,3,4,5,2,1,12,3,11,7850,16,984,1.45,490.63,12.54,0.9000,0.0800,0.0200,0.0000,0.0000,0.0000,0.1500,0.0000,0.2500,0.0000,0.0000,0.5990,0.0200,0.8900,0.0000,0.0900,0.2400,0.0700,0.0000,0.0000,0.0000,0.0000,0.6900,0.0000,0.0000,0.0000,0.0000
1070040,4,1,4,2,1,3,15,1,2,15,6,21,28925,36,2026.5,1.71,803.47,7.01,0.7600,0.1800,0.0600,0.0000,0.5600,0.0100,0.0000,0.0000,0.0100,0.0000,0.0000,0.4190,0.0100,0.2700,0.5600,0.1700,0.3200,0.0100,0.0200,0.0100,0.0000,0.0000,0.0100,0.0000,0.0000,0.5600,0.0700
1070070,3,3,10,2,2,5,5,1,1,18,4,15,17525,27,1232.5,1.8,649.07,7.03,0.8300,0.1500,0.0200,0.0400,0.5500,0.0000,0.0300,0.0000,0.0000,0.0000,0.0000,0.3780,0.0200,0.1000,0.5500,0.3300,0.4300,0.0300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5500,0.0000
1070140,4,3,10,2,4,1,4,4,1,5,2,4,22675,26,1300,6.5,872.12,5.73,0.8500,0.0000,0.1500,0.0000,0.9700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0340,0.0100,0.0000,0.9900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9900,0.0000
1070270,3,2,10,2,4,4,5,4,1,15,3,15,35250,41,4698.5,2.73,859.76,13.33,0.9400,0.0000,0.0600,0.8800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.1130,0.3700,0.6300,0.0000,0.0000,0.9100,0.0100,0.0000,0.0000,0.0700,0.0000,0.0000,0.0100,0.0000,0.0000,0.0000
1070300,1,3,10,2,4,4,7,1,1,34,5,29,20525,41,2457.5,1.41,500.61,11.97,0.9300,0.0700,0.0000,0.1000,0.0000,0.0000,0.0000,0.0100,0.0200,0.0000,0.0100,0.8590,0.1300,0.8000,0.0000,0.0700,0.2400,0.6300,0.0500,0.0000,0.0200,0.0000,0.0200,0.0300,0.0100,0.0000,0.0000
1070310,4,3,10,2,4,1,6,1,1,10,3,7,26475,26,2810.5,3.71,1018.27,10.62,0.9100,0.0000,0.0900,0.7300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0200,0.0000,0.2480,0.0100,0.9900,0.0000,0.0000,0.9700,0.0000,0.0200,0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1070330,2,3,10,2,4,4,6,1,1,14,4,21,12350,35,1453,1.67,352.86,11.77,0.9400,0.0400,0.0200,0.0000,0.1500,0.3400,0.2100,0.0000,0.0000,0.0000,0.0000,0.3040,0.1600,0.6100,0.1500,0.0800,0.3300,0.0000,0.0400,0.4300,0.0400,0.0000,0.0000,0.0100,0.0000,0.1500,0.0100
1070420,3,3,10,2,4,4,5,4,2,16,2,14,30925,48,3281,3.43,644.27,10.61,0.9200,0.0400,0.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9950,0.2700,0.6700,0.0000,0.0600,0.7300,0.0000,0.0000,0.0000,0.2400,0.0000,0.0000,0.0100,0.0000,0.0000,0.0000
1070500,4,3,3,2,4,4,2,4,1,28,2,14,6825,40,748.5,2.86,170.63,10.97,1.0000,0.0000,0.0000,0.0000,0.2200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7800,0.1000,0.6400,0.2600,0.0000,0.0200,0.0100,0.5800,0.0000,0.0700,0.0000,0.0000,0.0000,0.0400,0.2600,0.0000
1070600,4,3,10,2,4,1,4,4,0,11,7,21,20175,52,2193.5,2.48,387.98,10.87,0.8400,0.0000,0.1600,0.5700,0.0500,0.0000,0.0700,0.0100,0.0100,0.0000,0.0100,0.2830,0.1500,0.8000,0.0500,0.0000,0.7900,0.0100,0.0000,0.0000,0.1200,0.0000,0.0100,0.0100,0.0100,0.0500,0.0000
1070660,4,3,17,2,4,3,5,4,1,10,2,10,13975,42,1527.5,4.2,332.74,10.93,0.9500,0.0300,0.0200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,0.0000,0.9890,0.2400,0.7600,0.0000,0.0000,0.7300,0.0000,0.2400,0.0000,0.0000,0.0000,0.0100,0.0000,0.0000,0.0000,0.0200
1070670,3,3,10,2,3,5,7,4,2,7,5,19,14750,39,1222.75,2.05,378.21,8.29,0.9000,0.1000,0.0000,0.0700,0.0000,0.0100,0.0100,0.0000,0.0000,0.0000,0.0100,0.9080,0.0500,0.1500,0.0000,0.8000,0.9100,0.0300,0.0000,0.0500,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100
1070790,4,3,17,2,1,7,2,4,1,17,5,17,7750,29,1046.5,1.71,267.24,13.5,0.9200,0.0800,0.0000,0.0300,0.0000,0.3000,0.0000,0.0000,0.0400,0.0400,0.0000,0.5970,0.1200,0.8000,0.0000,0.0800,0.1000,0.4200,0.0400,0.3900,0.0000,0.0000,0.0400,0.0000,0.0200,0.0000,0.0000
1070880,2,3,10,2,4,4,6,1,1,14,3,11,5700,16,736,1.45,356.25,12.91,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3400,0.0000,0.0100,0.6450,0.1300,0.8700,0.0000,0.0000,0.1800,0.3300,0.0000,0.1100,0.0400,0.0000,0.3400,0.0100,0.0000,0.0000,0.0000
1070980,3,3,10,2,4,3,4,4,2,14,2,2,10275,24,580,12,428.13,5.64,1.0000,0.0000,0.0000,0.0000,0.9800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0220,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000
1071010,4,3,10,2,4,3,4,4,1,18,5,15,25100,48,2770,3.2,522.92,11.04,0.9200,0.0800,0.0000,0.0400,0.2800,0.0800,0.0000,0.0000,0.4800,0.0000,0.0000,0.1260,0.0000,0.6800,0.3100,0.0100,0.0800,0.0600,0.0000,0.0800,0.0000,0.0000,0.4800,0.0000,0.0000,0.3000,0.0000
1071090,3,3,10,2,4,4,3,4,1,15,4,19,12275,33,1352,1.74,371.97,11.01,0.8100,0.0500,0.1400,0.4700,0.0000,0.0000,0.2700,0.0100,0.0000,0.0000,0.0000,0.2530,0.0600,0.9400,0.0000,0.0000,0.9500,0.0000,0.0000,0.0000,0.0300,0.0000,0.0100,0.0000,0.0100,0.0000,0.0100
1071120,2,3,6,2,4,4,7,3,1,17,2,2,26200,24,2745,12,1091.67,10.48,0.9500,0.0500,0.0000,0.0000,0.0000,0.0000,0.9500,0.0000,0.0000,0.0000,0.0000,0.0460,0.0000,1.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1071340,3,3,10,2,4,5,3,4,1,10,2,5,11700,24,753,4.8,487.5,6.44,0.9100,0.0000,0.0900,0.0000,0.8600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1410,0.0100,0.1300,0.8600,0.0000,0.0000,0.1300,0.0000,0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.8600,0.0000
1071460,1,1,4,2,4,7,6,4,1,25,2,3,26450,69,1935.5,23,383.33,7.32,1.0000,0.0000,0.0000,0.0000,0.6600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3360,0.0900,0.2500,0.6600,0.0000,0.0000,0.2500,0.0000,0.0000,0.0900,0.0000,0.0000,0.0000,0.0000,0.6600,0.0000
1071500,4,3,10,2,4,4,3,4,1,21,2,15,11875,32,1291.75,2.13,371.09,10.88,0.9200,0.0800,0.0000,0.2900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7050,0.2900,0.7100,0.0000,0.0000,0.7100,0.0000,0.0000,0.0000,0.2900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1071560,3,3,10,2,2,5,5,3,1,21,3,10,8450,43,955.5,4.3,196.51,11.31,1.0000,0.0000,0.0000,0.2000,0.0000,0.0400,0.0000,0.0000,0.0000,0.0000,0.0000,0.7630,0.1000,0.9000,0.0000,0.0000,0.2500,0.6200,0.0000,0.1400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1071640,2,3,10,2,4,5,7,4,1,27,2,17,20300,34,2116,2,597.06,10.42,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1400,0.0000,0.0000,0.0000,0.0000,0.8570,0.0900,0.9100,0.0000,0.0000,0.9200,0.0000,0.0000,0.0000,0.0800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1071780,3,1,15,2,4,4,5,1,1,17,3,22,12325,56,1581,2.55,220.09,12.83,0.9500,0.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0400,0.0000,0.1100,0.0000,0.8440,0.1200,0.8800,0.0000,0.0000,0.0000,0.4200,0.4500,0.0000,0.0000,0.0200,0.0000,0.0400,0.0600,0.0000,0.0000
1071800,2,3,10,2,4,4,4,1,1,20,4,32,6825,41,870.5,1.28,166.46,12.75,0.7700,0.2300,0.0000,0.1500,0.0000,0.0000,0.0000,0.0300,0.0000,0.0000,0.0100,0.8020,0.4000,0.4500,0.0200,0.1300,0.5800,0.0400,0.0400,0.0300,0.1600,0.0500,0.0000,0.0400,0.0300,0.0200,0.0000
1071840,1,2,10,2,4,5,9,2,1,12,7,39,20100,69,2426.75,1.77,291.3,12.07,0.9100,0.0300,0.0600,0.0400,0.1300,0.0800,0.2900,0.0100,0.0000,0.0000,0.1300,0.3200,0.3300,0.5400,0.1300,0.0000,0.4400,0.1800,0.0700,0.1100,0.0600,0.0000,0.0000,0.0100,0.0100,0.1300,0.0000
1071910,2,1,4,2,4,7,7,2,1,35,3,5,14100,24,1485,4.8,587.5,10.53,1.0000,0.0000,0.0000,0.8900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0200,0.0850,0.0200,0.9400,0.0000,0.0400,0.9800,0.0200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1075060,4,3,10,2,4,4,9,2,1,9,3,15,22350,38,1676.5,2.53,588.16,7.5,0.8600,0.1200,0.0200,0.0800,0.0900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8320,0.0700,0.0800,0.1000,0.7500,0.8700,0.0000,0.0000,0.0000,0.0400,0.0000,0.0000,0.0000,0.0000,0.1000,0.0000
1075130,4,3,10,2,4,4,6,2,1,14,4,24,19600,40,1836,1.67,490,9.37,0.9200,0.0600,0.0300,0.0400,0.0200,0.0000,0.0000,0.0000,0.2000,0.0000,0.0000,0.7410,0.2500,0.3000,0.2300,0.2200,0.4300,0.0200,0.0000,0.0000,0.1300,0.0000,0.2000,0.0000,0.0000,0.2300,0.0000
1075200,3,1,4,2,3,5,6,2,1,20,2,8,34125,27,3650,3.38,1263.89,10.7,1.0000,0.0000,0.0000,0.5400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4590,0.0600,0.9400,0.0000,0.0000,0.9900,0.0000,0.0000,0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1075220,2,1,4,2,3,5,4,4,1,19,3,28,11825,32,1601.25,1.14,369.53,13.54,0.7200,0.2200,0.0500,0.1400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0900,0.0000,0.7670,0.6300,0.3700,0.0000,0.0000,0.5000,0.0300,0.1600,0.0600,0.1100,0.1500,0.0000,0.0000,0.0000,0.0000,0.0000
1075280,4,3,5,2,3,4,5,4,1,10,1,11,14300,38,1174,3.45,376.32,8.21,0.8500,0.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0800,0.1700,0.0000,0.7500,0.8300,0.1700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1075350,1,1,5,2,4,1,7,2,1,34,7,31,21175,58,3238.5,1.87,365.09,15.29,0.9300,0.0700,0.0000,0.0600,0.0100,0.0000,0.0500,0.0100,0.0900,0.0000,0.0900,0.7050,0.6200,0.3700,0.0100,0.0000,0.2200,0.3700,0.1100,0.0600,0.0700,0.0400,0.0900,0.0300,0.0100,0.0100,0.0000
1075400,4,0,0,0,3,0,0,5,0,0,1,1,900,3,94.5,3,300,10.5,1.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1075420,3,1,4,2,4,3,3,4,1,15,2,10,10850,29,1168.5,2.9,374.14,10.77,1.0000,0.0000,0.0000,0.6600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3430,0.1100,0.6600,0.0000,0.2300,0.9400,0.0600,0.0000,0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1075520,4,3,10,2,3,3,4,4,1,12,5,15,16550,31,1655.5,2.07,533.87,10,0.9600,0.0000,0.0400,0.0600,0.3800,0.0000,0.2800,0.0000,0.0000,0.0300,0.0000,0.2420,0.1900,0.3900,0.4000,0.0200,0.5100,0.0400,0.0300,0.0200,0.0000,0.0000,0.0000,0.0000,0.0000,0.4000,0.0000
1075610,2,3,14,2,3,5,5,2,1,31,5,23,7825,33,861.5,1.43,237.12,11.01,1.0000,0.0000,0.0000,0.2400,0.1200,0.0600,0.0600,0.0000,0.0000,0.0000,0.0000,0.5210,0.2600,0.5500,0.1200,0.0800,0.4200,0.0200,0.2900,0.1000,0.0600,0.0000,0.0000,0.0000,0.0000,0.1200,0.0000
1075630,4,3,10,2,4,4,5,1,1,27,7,33,12925,62,1392.5,1.88,208.47,10.77,0.9300,0.0400,0.0300,0.2200,0.3400,0.0100,0.0500,0.0500,0.0000,0.0700,0.0000,0.2590,0.1700,0.4900,0.3400,0.0100,0.3600,0.0400,0.1500,0.0200,0.0000,0.0000,0.0000,0.0400,0.0500,0.3400,0.0000
1075690,4,3,10,2,4,1,4,4,1,11,7,20,6375,29,697.5,1.45,219.83,10.94,0.8100,0.1500,0.0500,0.2400,0.0700,0.0500,0.1400,0.0000,0.1100,0.0200,0.0000,0.3760,0.0900,0.6200,0.1200,0.1600,0.6900,0.0000,0.0200,0.0700,0.0000,0.0000,0.1100,0.0000,0.0000,0.1200,0.0000
1075730,3,3,10,2,3,5,5,2,1,22,3,16,15875,49,2417,3.06,323.98,15.23,0.8800,0.0700,0.0600,0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0800,0.7150,0.8300,0.1700,0.0000,0.0000,0.3700,0.0900,0.4300,0.0000,0.0000,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000
1077110,2,1,10,1,4,5,3,4,2,16,3,7,11125,22,1196.5,3.14,505.68,10.76,0.9600,0.0000,0.0400,0.8000,0.0000,0.0000,0.0000,0.0000,0.0400,0.0000,0.0000,0.1600,0.0100,0.9900,0.0000,0.0000,0.9500,0.0000,0.0000,0.0100,0.0000,0.0000,0.0400,0.0000,0.0000,0.0000,0.0000
1077200,4,3,10,2,4,1,2,4,1,7,2,6,11100,48,1273,8,231.25,11.47,1.0000,0.0000,0.0000,0.5500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4500,0.4000,0.6000,0.0000,0.0000,0.6000,0.0000,0.0000,0.0000,0.4000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1077300,4,3,10,2,4,2,9,1,1,5,3,10,22600,25,1747,2.5,904,7.73,1.0000,0.0000,0.0000,0.2100,0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5880,0.0000,0.2500,0.2000,0.5500,0.8000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000
1077390,3,3,10,2,3,4,7,2,1,16,2,15,30375,26,2389,1.73,1168.27,7.87,0.8900,0.0000,0.1100,0.0000,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7530,0.0000,0.4000,0.4200,0.1700,0.5100,0.2200,0.0000,0.0200,0.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000
1077480,4,3,10,2,3,5,5,2,1,18,2,4,9200,19,691,4.75,484.21,7.51,1.0000,0.0000,0.0000,0.0400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9570,0.0200,0.1400,0.0000,0.8400,0.9800,0.0000,0.0000,0.0000,0.0200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1077500,3,3,10,2,3,4,2,4,1,13,1,1,7650,17,433.5,17,450,5.67,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000
1077570,4,3,10,2,4,4,3,4,1,13,3,16,7775,18,988,1.13,431.94,12.71,0.9200,0.0200,0.0600,0.2300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0200,0.7560,0.2600,0.7400,0.0000,0.0000,0.8000,0.0400,0.0000,0.0000,0.0300,0.1400,0.0000,0.0000,0.0000,0.0000,0.0000
1080020,2,0,0,0,2,0,0,5,0,0,3,9,7000,22,566,2.44,318.18,8.09,1.0000,0.0000,0.0000,0.1000,0.2100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6860,0.0700,0.2000,0.2100,0.5100,0.6100,0.1100,0.0400,0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.2100,0.0000
1080080,4,3,10,2,4,4,6,2,1,11,3,15,22500,27,2357.5,1.8,833.33,10.48,1.0000,0.0000,0.0000,0.1400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0300,0.8220,0.0500,0.9500,0.0000,0.0000,0.4500,0.4700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0800
1080180,2,3,10,1,4,1,6,1,1,13,4,10,13100,42,1368.25,4.2,311.9,10.44,0.9400,0.0000,0.0600,0.2700,0.3900,0.0000,0.0000,0.0000,0.0000,0.0000,0.2100,0.1370,0.2200,0.3900,0.3900,0.0000,0.2800,0.3100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0200,0.0000,0.3900,0.0000
1080220,1,3,10,2,4,4,5,4,1,29,6,23,19225,56,2292,2.43,343.3,11.92,0.8600,0.0900,0.0500,0.2600,0.0000,0.0000,0.0300,0.0000,0.1400,0.1500,0.0200,0.4060,0.4100,0.5000,0.0000,0.0900,0.4200,0.0200,0.1500,0.0000,0.2400,0.0300,0.1400,0.0000,0.0000,0.0000,0.0000
1080230,4,3,10,2,4,3,4,4,0,10,3,11,12325,27,1449,2.45,456.48,11.76,0.9900,0.0000,0.0100,0.6700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0200,0.3080,0.1400,0.8600,0.0000,0.0000,0.9500,0.0200,0.0000,0.0000,0.0000,0.0200,0.0000,0.0000,0.0000,0.0000,0.0000
1080250,3,3,10,2,4,5,1,4,1,21,3,14,5300,20,580.5,1.43,265,10.95,0.8700,0.0400,0.0800,0.0000,0.0000,0.0000,0.1900,0.0000,0.0400,0.0000,0.0000,0.7690,0.1700,0.2500,0.0000,0.5800,0.5000,0.0000,0.0000,0.4500,0.0000,0.0000,0.0400,0.0000,0.0000,0.0000,0.0000
1080330,4,3,10,2,2,3,6,1,1,10,6,39,11775,56,1312.75,1.44,210.27,11.15,0.7600,0.2300,0.0100,0.0500,0.0300,0.0200,0.1200,0.0000,0.0400,0.0000,0.0000,0.7470,0.3300,0.4600,0.0800,0.1400,0.5900,0.0600,0.0100,0.1300,0.0100,0.0000,0.0400,0.0300,0.0000,0.0300,0.1200
1080380,3,3,5,1,2,1,2,4,1,15,3,7,17750,29,1936.5,4.14,612.07,10.91,0.9700,0.0000,0.0300,0.5900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.3960,0.0600,0.9400,0.0000,0.0000,0.9400,0.0100,0.0300,0.0000,0.0200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1080390,4,3,10,2,4,4,4,4,1,17,4,18,27400,35,2804.5,1.94,782.86,10.24,0.9400,0.0100,0.0500,0.0200,0.1300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0200,0.8300,0.0900,0.5400,0.1600,0.2100,0.3800,0.4600,0.0000,0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.1500,0.0000
1080470,2,0,0,0,4,0,0,5,0,0,1,12,2850,20,446,1.67,142.5,15.65,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.6800,0.0000,0.3200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1080570,4,3,17,2,3,2,5,2,1,12,3,11,13100,26,1307,2.36,503.85,9.98,1.0000,0.0000,0.0000,0.5000,0.1400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3590,0.0100,0.8500,0.1400,0.0000,0.8100,0.0400,0.0000,0.0000,0.0000,0.0100,0.0000,0.0000,0.0000,0.1400,0.0000
1080590,3,3,10,2,4,5,3,4,0,16,4,18,6400,44,1072,2.44,145.45,16.75,0.8000,0.1900,0.0200,0.4000,0.0000,0.0000,0.0500,0.0000,0.0400,0.0000,0.0000,0.5200,0.7700,0.2300,0.0000,0.0000,0.5200,0.0000,0.0100,0.0700,0.3600,0.0000,0.0400,0.0000,0.0000,0.0000,0.0100
1080690,4,3,10,2,4,0,5,2,1,10,6,12,12455,29,915.9,2.42,429.48,7.35,0.9800,0.0200,0.0000,0.0400,0.6900,0.0200,0.1000,0.0100,0.0000,0.0000,0.0000,0.1490,0.0200,0.3000,0.6900,0.0000,0.2200,0.0300,0.0100,0.0200,0.0000,0.0000,0.0000,0.0000,0.0100,0.6900,0.0200
1080750,3,3,10,2,4,5,5,2,1,11,7,21,10750,54,1989.5,2.57,199.07,18.51,0.9700,0.0000,0.0300,0.0600,0.0000,0.0300,0.0700,0.3800,0.0800,0.0000,0.1300,0.2490,0.6200,0.3800,0.0000,0.0000,0.1900,0.1300,0.0300,0.0300,0.0200,0.0000,0.0800,0.0000,0.4400,0.0000,0.0800
